"cruise","datetime_utc","datetime_utc_input","latitude_API","longitude_API","toi_source","cast","niskin","depth","depth_input","O2_Ar_delta","O2_Ar_ratio","cap_Delta_17O","d17O","d18O","iode_quality_flag"
"EN649",2020-02-02 07:14:00,2020-02-02 07:14:00,NA,NA,"toi_underway",NA,NA,0,0,-69.379,20.8712,19.6,0.04941,0.05754,"1"
"EN649",2020-02-02 08:34:00,2020-02-02 08:34:00,NA,NA,"toi_underway",NA,NA,0,0,-82.953,20.5668,14.5,0.2047,0.3674,"1"
"EN649",2020-02-02 08:49:06,2020-02-02 08:49:00,41.0301,-70.88538,"toi_niskin","005",14,3.616,3.616,-81.98,20.5886,20.5,0.2053,0.3571,"1"
"EN649",2020-02-02 08:49:06,2020-02-02 08:49:00,41.0301,-70.88538,"toi_niskin","005",14,3.616,3.698,-81.688,20.5952,10.3,0.1964,0.3595,"1"
"EN649",2020-02-02 08:52:00,2020-02-02 08:52:00,NA,NA,"toi_underway",NA,NA,0,0,-82.809,20.57,16.5,0.2115,0.3765,"1"
"EN649",2020-02-02 12:16:44,2020-02-02 12:16:00,40.863,-70.88566,"toi_niskin","006",4,29.979,29.979,-100.2,20.18,23.3,0.3981,0.7238,"1"
"EN649",2020-02-02 12:22:40,2020-02-02 12:22:00,40.86254,-70.88596,"toi_niskin","006",10,3.677,3.677,-99.276,20.2007,24.7,0.3801,0.6866,"1"
"EN649",2020-02-02 22:29:28,2020-02-02 18:07:00,40.22405,-70.88358,"toi_niskin","007",1,123.083,18.178,-67.577,20.9116,28.5,0.04404,0.03011,"3"
"EN649",2020-02-02 22:29:39,2020-02-02 23:02:00,40.22404,-70.88364,"toi_niskin","007",2,123.341,14.665,-94.547,20.3068,11.1,0.2915,0.5415,"3"
"EN649",2020-02-02 22:32:44,2020-02-02 23:04:00,40.22382,-70.88476,"toi_niskin","007",4,106.842,8.183,-72.538,20.8004,25.4,0.1107,0.1647,"3"
"EN649",2020-02-02 22:35:42,2020-02-02 22:35:00,40.22352,-70.88592,"toi_niskin","007",5,95.087,95.087,-128.26,19.5506,10.1,0.5664,1.075,"1"
"EN649",2020-02-02 22:35:42,2020-02-02 23:04:00,40.22352,-70.88592,"toi_niskin","007",5,95.087,8.184,-93.044,20.3405,17.4,0.2846,0.5161,"3"
"EN649",2020-02-02 22:35:49,2020-02-02 18:14:00,40.22352,-70.88598,"toi_niskin","007",6,95.137,10.062,-66.574,20.9341,24.1,0.03304,0.01722,"3"
"EN649",2020-02-02 22:38:46,2020-02-02 23:07:00,40.22326,-70.88726,"toi_niskin","007",8,70.603,3.042,-72.595,20.7991,22.1,0.1003,0.1511,"3"
"EN649",2020-02-02 22:42:12,2020-02-02 22:42:00,40.22294,-70.88846,"toi_niskin","007",10,50.55,50.55,-102.78,20.1222,4.09,0.3638,0.6948,"1"
"EN649",2020-02-02 22:42:27,2020-02-02 18:17:00,40.2229,-70.88852,"toi_niskin","007",12,50.473,3.612,-65.154,20.966,23.3,-0.002551,-0.04993,"3"
"EN649",2020-02-02 22:49:09,2020-02-02 22:49:00,40.22217,-70.8908,"toi_niskin","007",15,5.2,5.2,-96.19,20.2699,18.7,0.3359,0.6127,"1"
"EN649",2020-02-03 00:59:16,2020-02-03 00:59:00,40.13086,-70.7909,"toi_niskin","008",1,126.95,126.95,-255.02,16.7079,2.45,1.336,2.579,"1"
"EN649",2020-02-03 01:07:55,2020-02-03 01:07:00,40.12857,-70.79526,"toi_niskin","008",3,87.905,87.905,-173.6,18.5339,1.97,0.8229,1.586,"1"
"EN649",2020-02-03 01:11:21,2020-02-03 01:11:00,40.12792,-70.7966,"toi_niskin","008",5,71.202,71.202,-160.83,18.8202,7.44,0.7654,1.465,"1"
"EN649",2020-02-03 01:14:54,2020-02-03 01:14:00,40.127,-70.79805,"toi_niskin","008",9,50.095,50.095,-160.94,18.8177,12.8,0.7649,1.453,"1"
"EN649",2020-02-03 01:17:18,2020-02-03 01:17:00,40.12654,-70.79898,"toi_niskin","008",11,29.009,29.009,-94.586,20.3059,18.5,0.3121,0.567,"1"
"EN649",2020-02-03 01:22:00,2020-02-03 01:22:00,NA,NA,"toi_underway",NA,NA,0,0,-92.738,20.3473,14.8,0.287,0.5258,"1"
"EN649",2020-02-03 01:22:10,2020-02-03 01:21:00,40.12516,-70.80094,"toi_niskin","008",24,4.302,4.286,-92.338,20.3563,14.2,0.2904,0.5335,"1"
"EN649",2020-02-03 01:22:10,2020-02-03 01:22:00,40.12516,-70.80094,"toi_niskin","008",24,4.302,4.302,-91.978,20.3644,17.5,0.2873,0.5211,"1"
"EN649",2020-02-03 01:24:00,2020-02-03 01:24:00,NA,NA,"toi_underway",NA,NA,0,0,-93.147,20.3382,14.2,0.2968,0.5459,"1"
"EN649",2020-02-03 03:39:00,2020-02-03 03:39:00,NA,NA,"toi_underway",NA,NA,0,0,-95.859,20.2774,9.18,0.3137,0.5883,"1"
"EN649",2020-02-03 04:40:00,2020-02-03 04:40:00,NA,NA,"toi_underway",NA,NA,0,0,-89.077,20.4295,11.1,0.2673,0.4949,"1"
"EN649",2020-02-03 05:18:00,2020-02-03 05:18:00,NA,NA,"toi_underway",NA,NA,0,0,-93.575,20.3286,10.8,0.301,0.5606,"1"
"EN649",2020-02-03 06:08:00,2020-02-03 06:08:00,NA,NA,"toi_underway",NA,NA,0,0,-95.382,20.2881,16.3,0.3178,0.5823,"1"
"EN649",2020-02-03 06:54:00,2020-02-03 06:54:00,NA,NA,"toi_underway",NA,NA,0,0,-97.702,20.236,17.7,0.337,0.6166,"1"
"EN649",2020-02-03 09:05:32,2020-02-03 09:05:00,40.09318,-70.90416,"toi_niskin","011",10,54.868,54.868,-156.82,18.9101,11.7,0.7309,1.39,"1"
"EN649",2020-02-03 09:08:27,2020-02-03 09:08:00,40.09286,-70.9062,"toi_niskin","011",12,28.909,28.909,-121.19,19.7092,18.2,0.4747,0.8821,"1"
"EN649",2020-02-03 09:13:44,2020-02-03 09:13:00,40.09214,-70.90984,"toi_niskin","011",17,4.538,4.538,-92.945,20.3427,8.37,0.2989,0.5612,"1"
"EN649",2020-02-03 17:38:25,2020-02-03 17:38:00,39.93869,-70.89718,"toi_niskin","012",9,44.88,44.88,-126.8,19.5835,8.2,0.4829,0.9171,"1"
"EN649",2020-02-03 17:40:41,2020-02-03 17:40:00,39.93828,-70.89811,"toi_niskin","012",13,29.11,29.11,-125.38,19.6154,24.5,0.4838,0.8873,"1"
"EN649",2020-02-03 17:45:13,2020-02-03 17:45:00,39.93801,-70.9002,"toi_niskin","012",18,5.082,5.082,-125.38,19.6153,14.1,0.4787,0.8975,"1"
"EN649",2020-02-04 07:17:00,2020-02-04 07:17:00,NA,NA,"toi_underway",NA,NA,0,0,-99.298,20.2002,16.4,0.3022,0.552,"1"
"EN649",2020-02-04 08:28:46,2020-02-04 08:28:00,39.77526,-70.97936,"toi_niskin","014",2,16.876,16.876,-113.34,19.8852,13.4,0.3809,0.7099,"1"
"EN649",2020-02-04 08:31:17,2020-02-04 08:31:00,39.77528,-70.97844,"toi_niskin","014",4,3.822,3.822,-98.822,20.2109,13.3,0.276,0.5076,"1"
"EN649",2020-02-04 09:09:00,2020-02-04 09:09:00,NA,NA,"toi_underway",NA,NA,0,0,-131.82,19.4709,15.8,0.5096,0.954,"1"
"EN649",2020-02-04 10:14:00,2020-02-04 10:14:00,NA,NA,"toi_underway",NA,NA,0,0,-107.9,20.0073,19.1,0.3762,0.6898,"1"
"EN649",2020-02-04 11:02:00,2020-02-04 11:02:00,NA,NA,"toi_underway",NA,NA,0,0,-131.36,19.4812,18.5,0.5423,1.012,"1"
"EN649",2020-02-04 12:54:10,2020-02-04 12:54:00,39.77152,-70.88334,"toi_niskin","016",12,34.659,34.659,-135.77,19.3822,13.3,0.5307,0.9995,"1"
"EN649",2020-02-04 12:57:31,2020-02-04 12:57:00,39.77144,-70.88389,"toi_niskin","016",16,13.607,13.607,-131.28,19.483,24.1,0.5266,0.9709,"1"
"EN649",2020-02-04 13:00:34,2020-02-04 13:00:00,39.77133,-70.88436,"toi_niskin","016",20,3.577,3.577,-115.23,19.843,2.3,0.3928,0.7543,"1"
"EN649",2020-02-04 13:00:34,2020-02-04 13:00:00,39.77133,-70.88436,"toi_niskin","016",20,3.577,3.746,-115.25,19.8424,6.5,0.4039,0.7676,"1"
"EN649",2020-02-04 13:02:00,2020-02-04 13:02:00,NA,NA,"toi_underway",NA,NA,0,0,-114.72,19.8544,17.5,0.4029,0.7445,"1"
"EN649",2020-02-04 16:31:00,2020-02-04 16:31:00,NA,NA,"toi_underway",NA,NA,0,0,-112.21,19.9107,11.8,0.3828,0.7165,"1"
"EN649",2020-02-04 18:39:00,2020-02-04 18:39:00,NA,NA,"toi_underway",NA,NA,0,0,-87.915,20.4555,22.5,0.2466,0.4328,"1"
"EN649",2020-02-04 20:03:00,2020-02-04 20:03:00,NA,NA,"toi_underway",NA,NA,0,0,-87.421,20.4666,18.5,0.2525,0.452,"1"
"EN649",2020-02-04 23:08:00,2020-02-04 23:08:00,NA,NA,"toi_underway",NA,NA,0,0,-91.759,20.3693,16.4,0.3048,0.557,"1"
"EN649",2020-02-05 00:10:12,2020-02-05 00:10:00,40.3602,-70.77252,"toi_niskin","017",1,20.252,20.252,-92.401,20.3549,17.7,0.3252,0.594,"1"
"EN649",2020-02-05 00:58:00,2020-02-05 00:58:00,NA,NA,"toi_underway",NA,NA,0,0,-79.812,20.6372,17.9,0.2111,0.3731,"1"
"EN649",2020-02-05 01:47:00,2020-02-05 01:47:00,NA,NA,"toi_underway",NA,NA,0,0,-80.66,20.6182,25.7,0.2299,0.3944,"1"
"EN649",2020-02-05 03:58:04,2020-02-05 03:58:00,40.34964,-70.88292,"toi_niskin","019",7,34.966,34.966,-98.918,20.2087,14.7,0.3731,0.6922,"1"
"EN649",2020-02-05 04:00:52,2020-02-05 04:00:00,40.34908,-70.88298,"toi_niskin","019",12,14.774,14.774,-83.684,20.5504,11.1,0.2395,0.4412,"1"
"EN649",2020-02-05 04:03:25,2020-02-05 04:03:00,40.3486,-70.88294,"toi_niskin","019",17,3.784,3.784,-82.226,20.5831,15.1,0.2296,0.4144,"1"
"EN649",2020-02-05 06:41:00,2020-02-05 06:41:00,NA,NA,"toi_underway",NA,NA,0,0,-77.448,20.6902,18,0.1676,0.289,"1"
"EN649",2020-02-05 07:14:14,2020-02-05 07:14:00,40.50964,-70.8789,"toi_niskin","020",5,60.356,60.356,-84.811,20.5251,19.7,0.2575,0.4593,"1"
"EN649",2020-02-05 07:17:01,2020-02-05 07:17:00,40.50964,-70.87844,"toi_niskin","020",9,44.743,44.743,-84.31,20.5364,19.6,0.2512,0.4474,"1"
"EN649",2020-02-05 07:24:16,2020-02-05 07:24:00,40.50928,-70.8781,"toi_niskin","020",16,3.986,3.986,-77.067,20.6988,20.1,0.1806,0.31,"1"
"EN649",2020-02-05 10:07:36,2020-02-05 10:07:00,40.69802,-70.88312,"toi_niskin","021",2,60.696,60.696,-93.427,20.3319,25.6,0.3128,0.5548,"1"
"EN649",2020-02-05 10:12:52,2020-02-05 10:12:00,40.69952,-70.8829,"toi_niskin","021",6,37.681,37.681,-87.176,20.4721,16.4,0.2307,0.4138,"1"
"EN649",2020-02-05 10:16:21,2020-02-05 10:16:00,40.70027,-70.88314,"toi_niskin","021",10,25.051,25.051,-85.646,20.5064,25.9,0.2117,0.3588,"1"
"EN649",2020-02-05 10:22:52,2020-02-05 10:22:00,40.70126,-70.8835,"toi_niskin","021",21,3.075,3.075,-92.576,20.351,21.4,0.2301,0.4031,"1"
"EN649",2020-02-05 10:22:52,2020-02-05 10:23:00,40.70126,-70.8835,"toi_niskin","021",21,3.075,2.921,-93.034,20.3407,24.9,0.3094,0.5496,"1"
"EN649",2020-02-05 10:25:00,2020-02-05 10:25:00,NA,NA,"toi_underway",NA,NA,0,0,-94.298,20.3124,34.7,0.3349,0.5798,"1"
"EN649",2020-02-05 10:27:00,2020-02-05 10:27:00,NA,NA,"toi_underway",NA,NA,0,0,-94.345,20.3113,20.5,0.3278,0.5937,"1"
"EN649",2020-02-05 12:08:00,2020-02-05 12:08:00,NA,NA,"toi_underway",NA,NA,0,0,-92.821,20.3455,25.2,0.3121,0.5541,"1"
"EN649",2020-02-05 14:23:00,2020-02-05 14:23:00,NA,NA,"toi_underway",NA,NA,0,0,-85.309,20.514,22.4,0.2381,0.4166,"1"
"EN649",2020-02-05 15:05:00,2020-02-05 15:05:00,NA,NA,"toi_underway",NA,NA,0,0,-83.691,20.5502,25.5,0.2523,0.4382,"1"
"EN649",2020-02-05 16:14:00,2020-02-05 16:14:00,NA,NA,"toi_underway",NA,NA,0,0,-94.845,20.3001,21.2,0.3231,0.583,"1"
"EN649",2020-02-06 02:52:16,2020-02-06 02:52:00,39.94616,-70.888,"toi_niskin","026",5,4.268,4.268,-124.79,19.6285,19.5,0.4625,0.8559,"1"
"EN649",2020-02-06 03:50:02,2020-02-06 03:50:00,40.02008,-70.88461,"toi_niskin","027",1,25.293,25.293,-140.37,19.2791,13.6,0.5712,1.077,"1"
"EN649",2020-02-06 03:52:11,2020-02-06 03:52:00,40.02038,-70.88512,"toi_niskin","027",3,3.431,3.431,-103.7,20.1016,19.3,0.3343,0.6084,"1"
"EN649",2020-02-06 04:53:45,2020-02-06 04:53:00,40.10294,-70.8857,"toi_niskin","028",6,29.675,29.675,-146.17,19.149,5.68,0.6792,1.301,"1"
"EN649",2020-02-06 04:56:03,2020-02-06 04:56:00,40.10322,-70.8861,"toi_niskin","028",7,4.137,4.137,-98.68,20.2141,18.7,0.3308,0.6029,"1"
"EN649",2020-02-06 07:09:00,2020-02-06 07:09:00,NA,NA,"toi_underway",NA,NA,0,0,-84.47,20.5328,16.1,0.2615,0.474,"1"
"EN649",2020-02-06 08:04:00,2020-02-06 08:04:00,NA,NA,"toi_underway",NA,NA,0,0,-84.704,20.5275,19.5,0.2634,0.471,"1"
"EN649",2020-02-06 10:06:00,2020-02-06 10:06:00,NA,NA,"toi_underway",NA,NA,0,0,-101.02,20.1616,20.8,0.3916,0.7162,"1"
"EN655",2020-07-25 14:10:00,2020-07-25 14:10:00,NA,NA,"toi_underway",NA,NA,0,0,-69.943,20.8586,54.9,0.1541,0.1786,"1"
"EN655",2020-07-25 14:12:00,2020-07-25 14:12:00,NA,NA,"toi_underway",NA,NA,0,0,-61.694,21.0436,60.3,0.06799,-0.0009947,"1"
"EN655",2020-07-25 15:50:44,2020-07-25 03:50:00,41.2032,-70.88038,"toi_niskin","001",1,18.382,18.382,-105.98,20.0505,123,-0.09177,-0.422,"3"
"EN655",2020-07-25 15:53:38,2020-07-25 03:53:00,41.2026,-70.88024,"toi_niskin","001",6,12.377,12.377,-99.574,20.194,117,-0.1342,-0.5049,"3"
"EN655",2020-07-25 15:53:56,2020-07-25 09:50:00,41.20254,-70.88024,"toi_niskin","001",8,12.745,14.916,22.855,22.9398,146,-0.6313,-1.513,"3"
"EN655",2020-07-25 15:55:56,2020-07-25 09:56:00,41.20236,-70.8803,"toi_niskin","001",14,7.3,1.913,-60.92,21.0609,48.2,0.03213,-0.02321,"3"
"EN655",2020-07-25 15:57:35,2020-07-25 15:57:00,41.2024,-70.8804,"toi_niskin","001",15,2.193,2.193,-64.429,20.9822,60,-0.01372,-0.1576,"1"
"EN655",2020-07-25 18:03:12,2020-07-25 18:03:00,41.03038,-70.87818,"toi_niskin","002",3,30.499,30.499,-179.98,18.3908,121,0.4653,0.6477,"1"
"EN655",2020-07-25 18:07:39,2020-07-25 18:07:00,41.03038,-70.87754,"toi_niskin","002",12,13.431,13.431,-76.939,20.7017,133,-0.5538,-1.347,"1"
"EN655",2020-07-25 18:09:37,2020-07-25 18:09:00,41.0304,-70.877,"toi_niskin","002",14,2.276,2.276,-46.201,21.391,66.3,-0.06643,-0.274,"1"
"EN655",2020-07-25 18:09:37,2020-07-25 18:09:00,41.0304,-70.877,"toi_niskin","002",14,2.276,2.276,-43.993,21.4405,72.2,-0.08405,-0.3217,"1"
"EN655",2020-07-25 21:12:00,2020-07-25 21:12:00,NA,NA,"toi_underway",NA,NA,0,0,-62.079,21.0349,54,-0.00222,-0.1152,"1"
"EN655",2020-07-25 21:36:00,2020-07-25 21:36:00,NA,NA,"toi_underway",NA,NA,0,0,-64.051,20.9907,45.5,0.03221,-0.04088,"1"
"EN655",2020-07-25 21:52:03,2020-07-25 21:52:00,40.85523,-70.88188,"toi_niskin","003",11,9.818,9.818,17.779,22.8259,150,-0.6584,-1.587,"1"
"EN655",2020-07-25 22:42:00,2020-07-25 22:42:00,NA,NA,"toi_underway",NA,NA,0,0,-66.551,20.9346,60.3,0.08378,0.04025,"1"
"EN655",2020-07-25 22:56:00,2020-07-25 22:56:00,NA,NA,"toi_underway",NA,NA,0,0,-66.029,20.9464,40.4,0.05493,0.02112,"1"
"EN655",2020-07-25 23:11:00,2020-07-25 23:11:00,NA,NA,"toi_underway",NA,NA,0,0,-64.637,20.9776,53.8,0.004597,-0.09549,"1"
"EN655",2020-07-25 23:28:00,2020-07-25 23:28:00,NA,NA,"toi_underway",NA,NA,0,0,-53.675,21.2234,61.9,-0.1407,-0.3928,"1"
"EN655",2020-07-26 00:27:00,2020-07-26 00:27:00,NA,NA,"toi_underway",NA,NA,0,0,-55.731,21.1773,63.8,-0.1114,-0.3331,"1"
"EN655",2020-07-26 02:08:39,2020-07-26 02:08:00,41.06782,-70.77018,"toi_niskin","004",1,9.033,9.033,-21.021,21.9558,126,-0.7561,-1.721,"1"
"EN655",2020-07-26 02:08:39,2020-07-26 02:30:00,41.06782,-70.77018,"toi_niskin","004",1,9.033,13.305,-39.005,21.5524,80.2,-0.05385,-0.2686,"1"
"EN655",2020-07-26 02:09:04,2020-07-26 02:09:00,41.0678,-70.77016,"toi_niskin","004",2,8.99,8.99,-19.708,21.9852,119,-0.758,-1.713,"1"
"EN655",2020-07-26 02:10:46,2020-07-26 02:10:00,41.06768,-70.76996,"toi_niskin","004",4,2.591,2.591,-54.729,21.1998,64,-0.05276,-0.232,"1"
"EN655",2020-07-26 07:32:00,2020-07-26 07:32:00,NA,NA,"toi_underway",NA,NA,0,0,-67.979,20.9026,47.5,0.08602,0.0632,"1"
"EN655",2020-07-26 07:34:00,2020-07-26 07:34:00,NA,NA,"toi_underway",NA,NA,0,0,-67.816,20.9063,49.5,0.08244,0.06354,"1"
"EN655",2020-07-26 09:41:00,2020-07-26 09:41:00,NA,NA,"toi_underway",NA,NA,0,0,-75.564,20.7325,41.2,0.2007,0.3,"1"
"EN655",2020-07-26 10:58:00,2020-07-26 10:58:00,NA,NA,"toi_underway",NA,NA,0,0,-58.496,21.1153,61.9,0.005467,-0.1221,"1"
"EN655",2020-07-26 11:12:43,2020-07-26 11:12:00,40.69377,-70.88034,"toi_niskin","007",1,61.491,61.491,-321.91,15.2076,81.6,2.02,3.765,"1"
"EN655",2020-07-26 11:13:00,2020-07-26 11:13:00,NA,NA,"toi_underway",NA,NA,0,0,-62.062,21.0353,58.7,0.03124,-0.05478,"1"
"EN655",2020-07-26 11:21:14,2020-07-26 11:21:00,40.69173,-70.87974,"toi_niskin","007",4,39.711,39.711,-208.63,17.7482,100,1.267,2.243,"1"
"EN655",2020-07-26 11:25:33,2020-07-26 11:25:00,40.69064,-70.8796,"toi_niskin","007",8,23.197,23.197,-38.052,21.5738,139,-0.2491,-0.7745,"1"
"EN655",2020-07-26 11:28:09,2020-07-26 11:28:00,40.69008,-70.87964,"toi_niskin","007",12,14.188,14.188,31.193,23.1268,155,-0.3503,-0.9918,"1"
"EN655",2020-07-26 11:29:00,2020-07-26 11:29:00,NA,NA,"toi_underway",NA,NA,0,0,-64.264,20.9859,44.8,0.0389,-0.02492,"1"
"EN655",2020-07-26 11:31:18,2020-07-26 11:31:00,40.68908,-70.8794,"toi_niskin","007",17,1.732,1.732,-64.385,20.9832,58.4,0.04044,-0.02111,"1"
"EN655",2020-07-26 11:31:18,2020-07-26 11:31:00,40.68908,-70.8794,"toi_niskin","007",17,1.732,1.732,-64.156,20.9883,47.2,0.05615,0.0003946,"1"
"EN655",2020-07-26 12:48:00,2020-07-26 12:48:00,NA,NA,"toi_underway",NA,NA,0,0,-58.031,21.1257,46,-0.02012,-0.1345,"1"
"EN655",2020-07-26 14:32:39,2020-07-26 14:32:00,40.692,-70.77674,"toi_niskin","008",3,1.811,1.811,-56.521,21.1596,55.7,0.0114,-0.11,"1"
"EN655",2020-07-26 19:22:13,2020-07-26 19:22:00,40.50792,-70.8767,"toi_niskin","010",12,12.211,12.211,-17.582,22.0329,105,-0.1548,-0.518,"1"
"EN655",2020-07-26 20:25:00,2020-07-26 20:25:00,NA,NA,"toi_underway",NA,NA,0,0,-79.445,20.6455,22.2,0.2605,0.4245,"1"
"EN655",2020-07-27 01:45:45,2020-07-27 01:45:00,40.22116,-70.87492,"toi_niskin","011",18,3.388,3.388,-80.206,20.6284,34.7,0.2569,0.4117,"1"
"EN655",2020-07-27 05:02:00,2020-07-27 05:02:00,NA,NA,"toi_underway",NA,NA,0,0,-83.505,20.5544,39.7,0.2743,0.4637,"1"
"EN655",2020-07-27 10:01:00,2020-07-27 10:01:00,NA,NA,"toi_underway",NA,NA,0,0,-77.661,20.6855,38.8,0.2083,0.3299,"1"
"EN655",2020-07-27 10:13:00,2020-07-27 10:13:00,NA,NA,"toi_underway",NA,NA,0,0,-82.922,20.5675,22.9,0.25,0.4285,"1"
"EN655",2020-07-27 10:44:21,2020-07-27 09:31:00,39.92652,-70.89,"toi_niskin","012",8,49.893,44.967,-157.92,18.8856,94.5,0.5662,0.9041,"3"
"EN655",2020-07-27 10:47:26,2020-07-27 10:47:00,39.92561,-70.89074,"toi_niskin","012",12,22.971,22.971,2.6108,22.4857,141,-0.5542,-1.358,"1"
"EN655",2020-07-27 10:47:33,2020-07-27 09:36:00,39.92558,-70.89076,"toi_niskin","012",13,22.99,25.035,-13.749,22.1188,136,-0.4844,-1.202,"3"
"EN655",2020-07-27 10:49:31,2020-07-27 10:49:00,39.92504,-70.89129,"toi_niskin","012",15,12.729,12.729,-39.018,21.5521,89.8,-0.1475,-0.4712,"1"
"EN655",2020-07-27 10:51:50,2020-07-27 09:38:00,39.92438,-70.89194,"toi_niskin","012",17,2.519,10.359,-46.997,21.3732,99.5,-0.13,-0.4575,"3"
"EN655",2020-07-27 10:51:50,2020-07-27 10:51:00,39.92438,-70.89194,"toi_niskin","012",17,2.519,2.519,-77.925,20.6795,30.3,0.2214,0.3527,"1"
"EN655",2020-07-27 11:47:00,2020-07-27 11:47:00,NA,NA,"toi_underway",NA,NA,0,0,-84.231,20.5381,33.6,0.2518,0.4231,"1"
"EN655",2020-07-27 12:00:00,2020-07-27 12:00:00,NA,NA,"toi_underway",NA,NA,0,0,-83.711,20.5498,29.1,0.2518,0.4316,"1"
"EN655",2020-07-27 12:14:00,2020-07-27 12:14:00,NA,NA,"toi_underway",NA,NA,0,0,-81.406,20.6015,27.7,0.2444,0.4131,"1"
"EN655",2020-07-27 12:47:00,2020-07-27 12:47:00,NA,NA,"toi_underway",NA,NA,0,0,-77.944,20.6791,28.6,0.222,0.3651,"1"
"EN655",2020-07-27 13:43:00,2020-07-27 13:43:00,NA,NA,"toi_underway",NA,NA,0,0,-79.117,20.6528,30.6,0.2245,0.3711,"1"
"EN655",2020-07-27 15:21:15,2020-07-27 15:21:00,39.76492,-70.78208,"toi_niskin","013",1,18.044,18.044,-39.936,21.5315,69.4,-0.1878,-0.5318,"1"
"EN655",2020-07-27 15:23:23,2020-07-27 15:23:00,39.76474,-70.78208,"toi_niskin","013",3,1.269,1.269,-84.198,20.5389,34.3,0.2458,0.4144,"1"
"EN655",2020-07-27 15:49:00,2020-07-27 15:49:00,NA,NA,"toi_underway",NA,NA,0,0,-84.468,20.5328,30.6,0.2572,0.439,"1"
"EN655",2020-07-27 16:14:00,2020-07-27 16:14:00,NA,NA,"toi_underway",NA,NA,0,0,-84.044,20.5423,25,0.2479,0.4324,"1"
"EN655",2020-07-27 16:40:00,2020-07-27 16:40:00,NA,NA,"toi_underway",NA,NA,0,0,-85.396,20.512,21.5,0.2884,0.5065,"1"
"EN655",2020-07-27 17:41:00,2020-07-27 17:41:00,NA,NA,"toi_underway",NA,NA,0,0,-80.566,20.6203,41.3,0.2737,0.4436,"1"
"EN655",2020-07-27 17:43:00,2020-07-27 17:43:00,NA,NA,"toi_underway",NA,NA,0,0,-80.494,20.6219,32.5,0.2724,0.446,"1"
"EN655",2020-07-27 20:36:00,2020-07-27 20:36:00,NA,NA,"toi_underway",NA,NA,0,0,-87.346,20.4683,22.4,0.3244,0.5694,"1"
"EN655",2020-07-27 21:23:11,2020-07-27 21:23:00,40.09774,-70.88114,"toi_niskin","015",1,142.833,142.83,-417.44,13.0651,52.8,2.9,5.512,"1"
"EN655",2020-07-27 21:40:16,2020-07-27 21:40:00,40.09472,-70.8822,"toi_niskin","015",20,1.667,1.667,-77.519,20.6887,34.9,0.261,0.4163,"1"
"EN655",2020-07-27 21:40:16,2020-07-27 21:40:00,40.09472,-70.8822,"toi_niskin","015",20,1.667,1.667,-77.787,20.6827,28.1,0.2398,0.3963,"1"
"EN655",2020-07-27 22:10:00,2020-07-27 22:10:00,NA,NA,"toi_underway",NA,NA,0,0,-77.085,20.6984,39.7,0.2097,0.3125,"1"
"EN655",2020-07-27 22:10:00,2020-07-27 22:10:00,NA,NA,"toi_underway",NA,NA,0,0,-77.173,20.6964,35.6,0.2026,0.3094,"1"
"EN655",2020-07-28 01:58:36,2020-07-28 01:58:00,40.3671,-70.87327,"toi_niskin","016",2,89.564,89.564,-315.07,15.3611,57.9,2.091,3.951,"1"
"EN655",2020-07-28 02:07:32,2020-07-28 02:07:00,40.36646,-70.87024,"toi_niskin","016",13,25.177,25.177,2.3089,22.479,130,-0.5781,-1.381,"1"
"EN655",2020-07-28 02:08:47,2020-07-28 02:08:00,40.36638,-70.86986,"toi_niskin","016",15,13.08,13.08,54.137,23.6413,119,-0.6803,-1.585,"1"
"EN655",2020-07-28 02:10:13,2020-07-28 02:10:00,40.36628,-70.86932,"toi_niskin","016",19,2.331,2.331,-72.53,20.8006,36,0.1558,0.2296,"1"
"EN655",2020-07-28 02:10:20,2020-07-28 02:10:00,40.36628,-70.8693,"toi_niskin","016",20,1.711,1.711,-73.2,20.7855,42,0.1525,0.2181,"1"
"EN657",2020-10-13 17:57:30,2020-10-13 17:57:00,41.20278,-70.87746,"toi_niskin","001",1,18.594,18.594,-179.91,18.3924,36.8,0.653,1.191,"1"
"EN657",2020-10-13 18:01:32,2020-10-13 18:01:00,41.20299,-70.87632,"toi_niskin","001",7,9.434,9.434,-147.1,19.1281,28.6,0.3164,0.5557,"1"
"EN657",2020-10-13 18:04:56,2020-10-13 18:04:00,41.20302,-70.87542,"toi_niskin","001",13,3.237,3.237,-147.61,19.1166,30.1,0.3138,0.548,"1"
"EN657",2020-10-14 00:14:11,2020-10-14 00:14:00,40.86028,-70.87908,"toi_niskin","002",5,29.925,29.295,-113.42,19.8835,22.4,0.3904,0.7109,"1"
"EN657",2020-10-14 00:16:05,2020-10-14 00:16:00,40.85994,-70.87879,"toi_niskin","002",7,15.249,15.249,-106.53,20.038,25.5,0.3448,0.6168,"1"
"EN657",2020-10-14 00:18:12,2020-10-14 00:18:00,40.85952,-70.87848,"toi_niskin","002",9,2.3,2.3,-105.42,20.0629,25.5,0.3402,0.6078,"1"
"EN657",2020-10-14 08:28:00,2020-10-14 08:28:00,NA,NA,"toi_underway",NA,NA,0,0,-136.88,19.3574,31.1,0.409,0.73,"1"
"EN657",2020-10-14 09:15:28,2020-10-14 09:15:00,41.03067,-70.77476,"toi_niskin","003",1,43.733,43.733,-456.66,12.1856,106,2.873,5.358,"1"
